name,status
"Boundless Spatial, Inc.",closed
XpertSea Solutions,closed
WellNow Urgent Care Holdings,closed
incir.com,closed
Cordium Links,operating
"UQ, Inc.",closed
Commnet Wireless,closed
AllSource Analysis,operating
PurposeEnergy,operating
ENTEROME Bioscience,operating
Ignite Media Solutions,closed
Site Organic,operating
Happy Industry,operating
Lontra,operating
HauteLook,operating
"Bazaar Corner, Inc.",closed
SkyFront,closed
Gatheric,operating
SCI Solution,closed
Inteligistics,closed
BroadHop,operating
ClosetDash,operating
Legal Hero,closed
On Center Software,operating
OmniLync,closed
Undeveloped,operating
Compology,closed
Homelyst,closed
LQD WiFi,closed
The Totus Group,operating
Nyxoah,closed
Dormzy,operating
Connected Corporation,operating
Fashfix,operating
"BurnThis, Inc.",closed
AtomShockwave,closed
Viraltag,closed
Web Geo Services,closed
PingCo.com,closed
Trifecta Investment Partners,closed
Hinge,operating
HLS Therapeutics,operating
Skype,closed
South Valley CrossFit,closed
szybkafaktura.pl,closed
Ozone Purification Ltd,closed
Novira Therapeutics,operating
InvenZone,closed
Savil.me,closed
Traxian,operating
"Zenfolio, Inc",closed
Osmo,closed
motify,operating
Tiberium,operating
Alector,closed
Moneero,closed
Capos Denmark,closed
Grand Round Table,closed
City Twig,operating
Totally Interactive Weather,closed
First30Days,closed
Jayride.com,operating
HopSkipDrive,closed
Vision Internet,operating
Snapverse,closed
uFaber,operating
Radico,operating
Allyes Advertisement Network,closed
HotelTonight,closed
Eden Shield,closed
Avot Media,operating
Madvenue,closed
Richmedia,operating
PropTiger,closed
Viaziz Scam,closed
Sooligan,closed
Maozhao,operating
Wifi Online,operating
CCS Holding,operating
Retail Rocket,operating
Sadra Medical,operating
Aristotle Circle,closed
Sonabos Technologies,operating
SRM Solutions,closed
Kalion,closed
Times pace Intelligent Technology,operating
LearnSprout,closed
Tao Sales,operating
ShuttzButtz,operating
Nayam Innovations,operating
Anygma,operating
Soundtrap AB,operating
Metacrine,closed
AppGyver,closed
ABODO,closed
FlowVella,closed
Tengrade,operating
H-umus,closed
LY.com,operating
Solari Energy,operating
edugates - Experience a New Language,closed
Integrated International Payroll,operating
ANDevices,closed
Infor,operating
Med ePad,closed
Gripp'n Tech,closed
ClearTracks,operating
Core Stix,closed
Moneytree,operating
Food on the Table,closed
Shotnote,closed
TravelAI,closed
Sawtooth Ideas,operating
Initiate Systems,closed
Giver,operating
Land Systems Corp.,closed
Zlango,operating
Arvirago,operating
Steek SA,closed
Gan & Lee Pharmaceutical,closed
Stat,closed
Furdo,closed
Zigi Games Ltd,operating
Sividon Diagnostics,operating
New Futuro,closed
Tidalwave Trader,closed
Lantech,operating
CenturyLink,operating
6Rooms,operating
Fastnet Oil and Gas,operating
TIP Solutions,closed
Excelimmune,closed
POINT Biomedical,operating
Rovio Entertainment,operating
Mark43,closed
Article One Partners,closed
Epicerie,closed
JUMPTHECUT,closed
Life Care Medical Devices,closed
Yicha Online,operating
Celtra Inc.,operating
Luxalia,operating
Taggle Internet Ventures Private,closed
Quizrr,operating
Equals6,closed
Brain Sentry,closed
Aquantia,operating
StoryCorps,operating
MNG Laboratories,operating
ShoorK,operating
CybEye,closed
plista,closed
DUHEM,operating
iBiz Software,closed
Socset.,operating
4 Cast Broadcasting Corporation,closed
AppShare,closed
Vology,operating
Get Gone Traveler,operating
Lakeside Endoscopy Center,operating
TrustID,operating
ArtistForce,operating
TK Energi,operating
fundfindr,operating
Emoticast,closed
NIN Ventures,closed
nodishes.co.uk,operating
Vintela,closed
Comparison Creator,operating
Groupspeak,closed
MusicNow,operating
Vaccinogen,closed
Content Calendr,closed
Congenica,closed
Usbek & Rica,operating
Koinify,operating
FreshDigitalGroup,closed
WIV Labs,operating
zPerfectGift,operating
WhatClinic.com,closed
IndiaMART,operating
Brainz Games,closed
Oxitec,closed
VIDA Software,operating
Eved,operating
Precog,operating
Poliglota,operating
GoodLife Fitness,operating
Kynded,operating
Orexigen Therapeutics,operating
SVR Tracking,closed
XLABS,operating
Fraudwall Technologies,operating
PlazaVIP.com S.A.P.I. de C.V.,closed
Md7,operating
Edinburgh Molecular Imaging,operating
Bio-Adhesive Alliance,closed
BVG India,operating
IconPulse,closed
Basisnote AG,operating
YAP Jobs,closed
FirstRide,closed
Sommer Pharmaceuticals,closed
Backup Circle,operating
Slinky,closed
Genemation,closed
Atlas Obscura,closed
Sage Wireless Group,closed
Cubito,closed
FreshGrade,operating
Health Essentials,closed
Webstep,closed
GageIn,operating
Cupcake Entertainment,operating
ParkFlyRent,operating
MegaZebra,operating
PartnerGo,operating
Kami,closed
Cadec Global,closed
99tests,closed
ReferStar,closed
Zeetl,operating
MailFrontier,operating
VLinks Media,closed
Green Throttle Games,closed
Albatross Golf Network,operating
SuperMighty,closed
Perillon Software,closed
Quantira Technologies,closed
Reality Jockey,operating
Virtkick,operating
HungryBuddies.com,closed
5BARz International,closed
Eyeota,closed
AgileSwitch,closed
OwnOut,closed
Re5ult,operating
FlyingCodes,closed
NanoPrecision Holding Company,closed
Rent My Vacation Home USA,operating
Bonsai AI,closed
Relay Ventures,operating
Explain Everything,operating
Identity Engines,closed
Opportunity Network,operating
Conatix,closed
nourissh,closed
KSY Corporation,closed
Green Hills,closed
The Highway Girl,closed
Bolsa de Mulher Group,closed
Validas,closed
HyperMed,operating
Lumos Networks Corporation,closed
Sabre Energy,closed
Kinvision,closed
XSI Semi Conductors,operating
AutoNavi,closed
Linekong,operating
Xadira Games,closed
Zenput,operating
Bwareit,operating
SecurSolutions,closed
Anna-Rita Sloss Enterprises,operating
MyStore,closed
Zudy,operating
Domain Apps,operating
CUJO,operating
Tower of Pizza,operating
Ischemix,closed
Common Sense Media,closed
Gorkha,closed
Doubloon,closed
Mobile Content Networks,operating
OpenBazaar,closed
pinion-pins,closed
Platster Inc.,closed
WeFi,operating
Ringthree Technologies,closed
ShapeShift.io,operating
Daydream.io,operating
Bellstrike,closed
Dwllr,operating
SweetLabs,operating
Fariqak,closed
Netqwerk,closed
AAC Technologies Holdings,operating
Sincuru,operating
TeamSupport,closed
"o9 Solutions, Inc.",closed
Aquavit Pharmaceuticals,operating
Efficas,closed
Thoughtly,operating
MesMateriaux,operating
TVA Medical,operating
Carmageddon,closed
Bromium,closed
Celsion,closed
Supportie,operating
Magenta Medical,closed
Bee Resilient,operating
CancerIQ,operating
Fictiontree,operating
Havelide Systems,closed
Astroscale,closed
BKON Connect,operating
Localsensor,closed
fanatix,closed
Closeup.fm,closed
NeoNan,closed
VYRE Limited,closed
Happy Elements,operating
Total Beauty Media,closed
GlassHouse Technologies,closed
Kyak Interactive,closed
WeddingLovely,operating
SHINE Medical Technologies,closed
Qloud,operating
Productopia,operating
Geneix,operating
Picostorm Code Labs,closed
Metal Networks,closed
Quintiles,operating
P21,closed
Key Cybersecurity,operating
OmnyPay,closed
Scary Mommy,operating
Orteq,operating
Iizuu,closed
Designs by Leonardo,closed
EnergyStone Games 灵石游戏,operating
NanoVasc,operating
LifeCareSim,operating
Ares Commercial Real Estate Corporation,closed
HNNG,closed
Rocky Mountain Oasis,closed
Holographic Projection for Architecture,closed
Fullfact,operating
Laser Motive,closed
Maluuba,closed
Trendyol Group,operating
Promodity,closed
KaraokeSmart.co,closed
SOHM,closed
Utilidata,closed
Solar Pool Technologies,operating
Twinz,closed
Appcara Inc,operating
Plot Projects,operating
OrbFlex,operating
GPredictive GmbH,closed
FanMob,operating
Playmatics,operating
link2golf,operating
MxEnergy,closed
Creditable,operating
NOW Digital,operating
Get 2 It Sales,operating
MentAd,operating
Crowdera Inc.,operating
CCURE,closed
Goop Inc.,operating
MarijuanaStocksIndex.com,operating
GID Group,operating
Bluewater Bio,closed
Queen Sting Films,closed
Kickball Labs,operating
Liftopia,operating
GridIron Systems,operating
Nano3D Biosciences,operating
ArborWind,closed
ProgrammerMeetDesigner.com,operating
PFO Global,operating
Ofercity,operating
VitalTrax,operating
Tideway,operating
ActualSun,operating
Ledge,closed
Novogy,closed
Threshold Pharmaceuticals,operating
Audyssey,closed
ClearFit,operating
Gotye,operating
Welltheon,closed
Avenda Systems,closed
Nextbit Systems,operating
VENDi,closed
DecisionNext,closed
SCYFIX,closed
Storrz,closed
Ontela,closed
Silk Therapeutics,operating
IronPort Systems,operating
A LITTLE WORLD,operating
Industry Weapon,closed
Panna,operating
Redfin,operating
UYA100,operating
SeQuent Scientific,closed
SummitIG,operating
Flite,operating
Miinto Group,operating
University of New England,closed
Jumia,closed
Paper Battery Company,operating
V Wave,operating
K-MOTION Interactive,operating
Social Moov,operating
Phonezoo Communications,closed
AKT,operating
Global Locate,operating
Entomed,operating
Infinity Assurance Solutions,closed
InnaVirVax,closed
Ichiba,operating
AdECN,closed
One Jackson,operating
JWD Machine,operating
HyperWeek,closed
Furie Operating Alaska,closed
The Virtual Reality Company,closed
Zebra Technologies,operating
Kixer,closed
A123 Systems,operating
Global Database,operating
PLC Diagnostics,closed
SomnoMed,operating
Q-Layer,closed
TalentLender,operating
Vital Sensors,closed
storeFlix,closed
GTFO Ventures,operating
"DCMM, LLC",operating
RadPad,operating
Flutura Solutions,operating
Prong,closed
Wongnai,operating
i cubed systems,closed
LocoMobi,operating
Fusion-io,operating
Userbin,closed
Galil Medical,operating
MyToons,closed
Springleaf Therapeutics,closed
Tricida,operating
Puralytics,closed
SunCommon,operating
Bulletproof Group Limited,closed
VirtuOz,closed
Notizza,closed
Rimini Street,closed
ProsperWorks,operating
Active Voice Corporation,closed
Compass Labs,operating
Moresise Bank,closed
Boutir,closed
Actional Garners,operating
RxCentric,operating
Car Clubs,closed
CleanSlate,closed
SuccessFactors,closed
OrangeSlyce,closed
Aggregate Knowledge,closed
NSite Software,operating
TitanFile,closed
videogram,closed
Elecsnet,operating
The Hotel Barter Network,closed
EatAds.com,closed
Umbala,operating
KaritKarma,closed
picsell,closed
DotAlign,operating
Chat Sports,operating
QikServe,closed
Bevii,closed
BitGravity,operating
Digitour Media,operating
iBuyitBetter,closed
Quotient Clinical,operating
Jetpack Workflow,closed
Allele Biotech,closed
Zenph Sound Innovations,operating
Revolve.,operating
Superconductor Technologies,closed
StyleQ,closed
PlaySimple,operating
Newfo,operating
NMB Bank,closed
Durata Therapeutics,closed
Accent,operating
Nuon Therapeutics,operating
Allpix Innovation,operating
OpenBook,closed
Robo Wunderkind,closed
Shanghai Muhe Network Technology,closed
Vinomis Laboratories,closed
Sycelim,operating
Tunepics,closed
Yunzhilian Network Science and Technology Co. ltd,closed
Tropical Skoops,operating
Annapurna Microfinace,operating
AirMap,closed
PLAYSTUDIOS,operating
zipcodemailer.com,closed
Pacific Biosciences,closed
PrivacyCentral,operating
KosherSwitch Technologies,operating
Trintech,closed
Rent frock Repeat,operating
Clipsource,operating
Enlearn,operating
Jobydu,operating
PowWowHR,operating
Western Window Systems,operating
Mejuri,closed
onkea,operating
AppIt Ventures,operating
500Indies,operating
Reha Technology AG,operating
Myrio Solution,operating
Channel Intellect,operating
AdLib Mediation LLC,closed
Conversion Associates,closed
Helicon Therapeutics,closed
Talyst,operating
SeptRx,operating
Studentpreneur,operating
Rad Power Bikes,closed
Airgate International Corporation,closed
Scroll.in,operating
ChapDrive,operating
Addvocate,operating
NextCare,operating
Signicat,closed
threadsy,closed
HAN Benefits Advantage,operating
Answerology,operating
PureWow,operating
StyleTread,operating
Znapshop,closed
RememberIt.com,closed
TranquilMed,closed
CastBridge,operating
Odyssey Logistics & Technology,closed
GLOBALBASED TECHNOLOGIES,closed
Jeeves,closed
VenueJam,operating
Xylitol Canada,closed
Harvest Trends,closed
Enmetric Systems,operating
Silicon Biology,closed
Beaming,operating
VideoSelfie,closed
Scivantage,operating
Sanwu Internet Technology,closed
travayl,closed
Knowledge Nation Inc.,operating
GiftCardsIndia,closed
Surfwax Media,operating
OrbitRemit Global Money Transfer,closed
imedo,closed
OHK Labs,operating
Biorasis,operating
iHealth Labs,closed
Koupon Media,operating
Storm Tactical Products,operating
Rainbow Yard,closed
tic,closed
Yogurtistan,operating
Canvas Networks,closed
Provista Diagnostics,operating
Five Star Technologies,closed
STC AMDEF,closed
TradeBeam,operating
Plated,operating
GenerationStation,operating
Sidense,closed
Everbots,operating
ZappRx,closed
Spinn.Coffee,operating
OggiFinogi,closed
SinDelantal,operating
John Financial & Associates,closed
Accelera,operating
UNIFi Software,closed
Litographs,operating
GoExcursion,closed
Startup Village,closed
Acumera,closed
PlusBlue Solutions,operating
GOODWIN,closed
Netragon,closed
OffSite VISION,closed
XL Hybrids,closed
Helix Micro,operating
3d Vision Systems,closed
Optomec,closed
Corridor Pharmaceuticals,closed
Qlucore,closed
Gap Designs,operating
Skoop,operating
Treebo Hotels,closed
Haoche51.com,operating
Hachiko,closed
Tansa Clean,operating
CureTech,operating
Coin,operating
Noxilizer,closed
Paytrail,closed
WebSafety,operating
TherMark,closed
Red Robot Labs,operating
GrooveJar,operating
BayouGlobal Forex Trading,closed
Clicktree,operating
BONESUPPORT,closed
Hoana Medical,closed
Nanalysis,operating
Hubgets,closed
Captronic Systems,closed
Maverick Wine Group LLC.,closed
weBoost,operating
Coley Pharmaceutical Group,operating
Tuee,operating
GlobalPrint Systems,closed
Medicast,closed
iPixCel,operating
StockonDeals,closed
ReCept Holdings,operating
Softricity,closed
Food Runner,operating
Neck Tie Koozies,operating
Crowdly,operating
Xoft,closed
OneClass,operating
Innovate/Protect,operating
Sherpa Digital Media,operating
Tippr,operating
Ibelem,closed
Summa Health,operating
LocalRealtors.com,closed
LawPadi,operating
Rushmore.fm,closed
Payment plugin,operating
Hoods,closed
Holidu,closed
Landmaster Partners,closed
Innovative Mobility,closed
WithWine,operating
Xochitl (So-Shee) Gold mines,closed
MadeUp,operating
SmartZyme,operating
TVbeat,operating
Kingfish Group,closed
Liquorun,closed
TipCat Interactive 沙舟信息科技,closed
Spectrum Devices,operating
Trustribe,operating
Pepper Networks,operating
PROTEGO,closed
Point Inside,closed
Bacterioscan,operating
VYou,operating
Crowdery,operating
IronCurtain Entertainment,operating
Silvergate Pharmaceuticals,closed
Kelkoo,closed
Makeable,closed
Zenoti,closed
ams AG,closed
The Guild,closed
IQuum,closed
Ionix Medical,operating
DynaPro Publishing Company,closed
zUniversity,operating
Biotz,closed
NOW! Innovations,closed
Referanza,operating
Dynamic Recreation,closed
Virtual DBS,operating
Mirror Digital,closed
Catwalk15,closed
BeMo,closed
Under100,closed
100du.tv,operating
Cambridge Executive Enterprises,closed
Uanbai,closed
Gloss48,closed
NaviMedix,operating
Yoochoose,operating
Garageio,operating
Global Imaging Online,closed
ShopCo,closed
I.T. MOVES IT,operating
Pharos Innovations,closed
New Horizons,operating
"SMARTEDUCATION, LTD.",operating
Ellacoya Networks,closed
Synker,operating
KarmaKey,operating
"Remixation, Inc.",closed
"HerbFront, Inc",operating
"LOCKON CO.,LTD.",closed
Cleaning Exec Cleaning Services,closed
FabFitFun,closed
HappyBox,closed
Discount Ramps,closed
Horizon Discovery,operating
AngioSlide,operating
Tucker Auto-Mation,operating
Blinkit,operating
Uepaa,closed
FX Aligned,closed
SerbisU,closed
Zostel,closed
Tapster,closed
Kokoroe,closed
"RoomKey Technologies, Inc.",closed
LendingStar,closed
Angiodroid,closed
Saint Luke's Foundation,closed
LikeWhere,operating
Protalix BioTherapeutics,closed
VideoClix,operating
Crack,operating
PlayFilm,operating
X-Nav Technologies,closed
SavingGlobal,closed
ResearchWe,closed
Perlecan Pharma,operating
Matcha,operating
Fieldbook,closed
Golden Gateway Financial,closed
Bostwick Laboratories,closed
Netaxs Internet Services,operating
Sr.Pago,operating
FlashFunders,operating
Tibion Bionic Technologies,closed
Instant AV,operating
Pantech,operating
Teritree Technologies,operating
Above Security,operating
Freebee,closed
Monkimun,closed
Sporterpilot,operating
Accera,closed
When I Work,operating
Solar Flow-Through,closed
BitArts Labs,operating
"Throne VIP, Inc.",operating
SRC Computers,closed
Albeo Technologies,closed
24me,closed
Spark Therapeutics,closed
Browns-Hall Gardner,closed
Impraise,operating
QuietStream Financial,operating
Edúkame,operating
Sneeky,operating
iNovo Broadband,closed
Smartcare,closed
Carmenta Bioscience,closed
"Crossboard Mobile (Formerly Pontiflex, Inc.)",closed
Re.Mu,operating
oneQube,operating
Clifford Thames,operating
SurDoc,closed
Lane,closed
Wizeline,closed
Smartairtrip,closed
Entigral Systems,operating
HotelRunner,operating
Bin1 ATE,operating
IDX Corp,closed
NightStay,closed
Lattice Voice Technologies,operating
Vaxxas,operating
Delvetica,closed
Evostor,operating
iYogi,operating
IC Solutions,closed
iLoveVideo.tv - passionately powered by castaclip GmbH,closed
Anova Culinary,operating
Kindstar Global (Beijing) Medicine Technology,operating
ApeniMED,operating
Bundlr,operating
Vanguard Dealer Services,operating
Semafone,operating
Envenergy,operating
RadLogics,closed
Pibox,operating
"BagnaCauda Co., Ltd.",closed
Positronics,operating
OR Productivity,operating
Avant,closed
Btarget,closed
ExtractAlpha,closed
Garmor,closed
FatPipe,closed
Joppel,operating
EEWORX,closed
Earth Med,operating
Dark Skull Studios,closed
Ploonge,closed
PebblePost,closed
Adatao,operating
Getup Cloud,operating
Stickybits,operating
United Biosource Corporation,closed
SportsLock,operating
Applauze,operating
Erydel,operating
NextImage Medical,closed
Batterii,closed
Eventcheq,operating
ELVPHD,operating
TrueView,operating
Vivocha,closed
Vigilix,operating
Park Designs,operating
Tappp,closed
BIZZBY,closed
iBiquity Digital Corporation,closed
Meludia,closed
Nanorex,closed
Zmorph,operating
Cuponomia,closed
PrimeSense,operating
InvestCloud,operating
Beckom Investment Group,closed
PeoplePerHour.com,operating
Derbywire,closed
Sensbeat,operating
PolyInnovations,operating
NovaDigm Therapeutics,operating
Citymapper Limited,operating
LocaModa,operating
OptiMine Software,operating
Wintermute,closed
Wizzard Software,closed
Wistone,operating
Citizengine,closed
Crashmob,closed
"Paradigm4, inc.",operating
PacketTrap Networks,operating
Moverati,operating
Xtelligent Media,operating
Wine in Black,operating
Ecofoot,closed
AudioCatch,operating
Shearwater International,operating
CPAP TotalCare,closed
Hubskip,operating
Conductor,operating
RealConnex.com,closed
PetSmart,closed
Golf121,operating
Myer,operating
Gameyeeeah,closed
eVoter,operating
Matchalarm,operating
Cards Off,operating
"Broncus Technologies, Inc.",operating
Beeken Biomedical,operating
Microblr,operating
eBooks in Motion,closed
ProspectNow,closed
Scrybe,closed
Traackr,closed
Play With Pictures / HangPic,operating
Birdi,operating
rag & bone,closed
Hidden City Games,operating
Clearpath Robotics,operating
Hot Mix Mobile,closed
Ticket Hoy,operating
Pomogatel,closed
Pipelinefx,closed
ITango,operating
DiscountIF,closed
Liiiike,closed
Bourn Hall Clinic,closed
Stockroom,operating
Pareto Biotechnologies,closed
Vormetric,closed
Videoink,operating
DeliveryChef.in,operating
HLR Properties,operating
Altatech,closed
PROVECTUS PHARMACEUTICALS,operating
Big Data for Humans,operating
Blitz X Performance Instruments,closed
FaceCake Marketing Technologies,operating
mobiManage,operating
BiPar Sciences,closed
Ntensify,closed
Goodybag,operating
Who-Sells-it.com,closed
FarmFresh,closed
BombBomb,operating
Rajant Corporation,operating
Snootlab,operating
Actimize,closed
Marerua Ltda,closed
Sandbox Studio,operating
Cutting Edge Wheels,operating
Excel Manufacturing,closed
Trekurious,closed
OOSM,operating
Sustaination,operating
"Compath Me, Inc.",operating
"Kong Studios, Inc.",operating
Stockpulse,operating
Argos Risk,operating
Orbster,closed
Xingshuai Teach,operating
Mode Media (fka Glam Media),closed
Avantium Technologies,closed
AML Superconductivity and Magnetics,operating
Capevo,operating
Lit Building Directory,closed
Entertainment Media Works,operating
NutriMe,closed
KartRocket,closed
Yugma,closed
Courion Corporation,operating
Monkey Bizness,operating
Insulet,operating
Pure Networks,operating
CarSight,operating
Spectrum Bridge,operating
octoScope,closed
Atlantic Excavation Demolition & Grading,closed
XIHA,closed
SPI Labs (Smart Podcast Player),operating
Kik,operating
Handprint,closed
Virtusize,closed
Altrec.com,operating
Abios Gaming,closed
Aragon Surgical,operating
Black Drumm,operating
SweetIQ Analytics,operating
Fosbury,operating
SpinTheCam,operating
Wicom Communications,operating
Balerin.com,operating
Invisible Puppy,operating
GATR Technologies,closed
Enservco Corporation,operating
OncoHealth,closed
Inline.me,operating
NextRequest,operating
E.I.S. Aircraft,closed
Storymix Media,closed
Broken Envelope Productions,operating
Prism Skylabs,closed
Dropcam,operating
SidePrize,closed
Send Word Now,operating
Cinelan,closed
Vuevent Inc.,operating
HubChilla,operating
Humanoid,closed
Rustoria,operating
DBS Communications,operating
Space Race,operating
Selfless,closed
Hotelscan,operating
Imprint Energy,closed
MotionPoint,closed
Warm Health,operating
Vertex Energy,closed
Playful Data,operating
Voci Technologies,operating
Dhruva,operating
Polybiotics,operating
Renaissance Factory,closed
BladeLogic,closed
theeventwall,closed
SurIDx,operating
Videopixie,closed
InnerRewards,closed
MetaChannels,closed
Crate.IO,closed
CafeMom,closed
Okeanos Technologies,operating
Human Genome Research Institutes,operating
Outside.in,operating
Kimeltu,operating
ADEA Cutters,closed
Spaulding Clinical Research,closed
Jobzella,closed
Selero,operating
Envia Systems,operating
London Union,operating
GameMaki,closed
Lignol,operating
nxtControl,operating
Screenie,operating
Automation Alley,closed
Tara Systems,operating
Solar Earth Inc,closed
VoulezVousDiner,closed
QuotaDeck,operating
OpenRoad Integrated Media,closed
Hacker Target Pty Ltd,closed
TouchBase Technologies,closed
Topsfield Medical GmbH,operating
Rysto,closed
Primedic,operating
Koofers,closed
Peak Positioning Technologies,closed
EUROgenyx,closed
Rutgers University,operating
Social Plus,closed
nooked,operating
Xinyi Network,operating
GAMEin30,operating
Panelfly,closed
Ramen,closed
ArcherMind Technology,closed
Pose,closed
Lyatiss,operating
Leeo,operating
Ztory,operating
Coco Communications,operating
ricardo Group,operating
Epuramat,closed
HubHub,closed
Revver,closed
Knome,closed
Zume Life,operating
Envisia Therapeutics,operating
Flashback Technologies,closed
Numerous,operating
Eveningflavors.com,operating
beModel,closed
"PFITR, LLC",operating
TapBlaze,closed
MENA PRESTIGE,operating
LatamLeap,operating
MobStac,closed
500Friends,operating
Home-Account,operating
ProMed,closed
AVST,operating
Humagade,operating
Describe It,operating
Eribis Pharmaceuticals,operating
Capture Educational Consulting Services,closed
Klinq,closed
Womply,operating
Midwest New Beginnings,closed
MartMobi Technologies,closed
Bandspeed,operating
Adapt Technologies,operating
Hornet Networks,closed
BIOSAFE,operating
VinePair,closed
Hrmatches.com,operating
BluePoint Security™,operating
Trusight,operating
JAZZ TECHNOLOGIES,operating
CRITICAL TECHNOLOGIES,closed
ProHatch,closed
Applied BioMath,closed
Epazz,closed
Qlika,closed
Ambient Control Systems,closed
Vixlo,closed
ThirdLove,closed
Full Throttle Indoor Kart Racing,closed
Zaycon Fresh,closed
Total Immersion,closed
Novatris,operating
Celox Networks,closed
my4oneone,closed
Driveway Software,operating
Nire iHealth,closed
BeaconsInSpace,operating
TextMaster,operating
MR3Health,closed
Tuition.io,operating
Future Vision Energy,closed
Cellumen,closed
B2M Solutions,operating
OnlineSheetMusic,closed
Secusmart,closed
NavSemi Energy,operating
Form.io,operating
Stylehive,operating
TapRoot Systems,operating
Aaron Andrews Apparel,closed
Revuze,closed
Tindie,operating
Anglo Andino Group,operating
Waterline Data Science,closed
Wineverse,closed
Duokan.com,operating
JoKno,operating
Toura,operating
Evolution Mobile Platform,closed
VIP Cinema Seating,closed
CLEAN CORP JANITORIAL,operating
Qosmos,operating
Nuenz,operating
Synereca Pharmaceuticals,operating
Coolan,closed
Orbotics,closed
Qual Canal,operating
Amaranth Medical,closed
BeneChill,closed
Direct Allergy,operating
Pathway Medical Technologies,operating
GeoGRAFI,operating
Outernet,operating
Filament,closed
Sweeten,operating
My Mobile Watchdog,operating
Avito.ru,closed
Zaker,operating
Sugar Free Media,closed
Fillm,operating
Xwalker,operating
Spry,closed
Oxxon Therapeutics,closed
Cambridge Devices,operating
VHSquared,closed
Beijing Buding Fangzhou Science and Technology,closed
Shaanxi Join Innovation Technology,closed
Paktor,operating
Biospect,operating
Kewego,operating
TheInfoPro,closed
Endaga,closed
PhotoUp,operating
GoMetro,operating
GameLayers,operating
Club Motor Estates of Richfield,closed
SourceTrace Systems,operating
Asia Dairy Fab,closed
Qt Software,operating
Aerovance,operating
Capture Media,closed
Regent Education,closed
BridgePoint Medical,operating
KyePot,operating
bigtruck brand,operating
PathGroup,closed
Xenon Arc,operating
Imbera Electronics,operating
RelateIQ,closed
"Boomerang Financial, inc.",operating
I2 TELECOM INTERNATIONA,operating
Talko,closed
Cockroach Labs,operating
Glokalise,closed
Apparity,operating
auctionPAL,operating
CombiMatrix,closed
Opsona,operating
MOBI Wireless Management,closed
CashCashPinoy,operating
WaveDeck,closed
CAPE Technologies,closed
Ayrstone Productivity,closed
Tabfoundry,operating
Green Plug,operating
Paypersocial Ltd,closed
NexImmune,operating
MapHazardly,closed
Handpick,operating
Medical Image Mining Laboratories,closed
Moja Outdoors,closed
Mesmo.tv,operating
Koala Databank,closed
Money Transfer System IndiGoShare,operating
LyricFind,operating
The Other Guys,operating
hellocasa,operating
Choxi.com Inc. (formerly Nomorerack),closed
Llesiant,closed
GreenFuelsUSA,closed
Suja Juice,closed
Arkami,operating
Crowdberry,operating
Paltalk,operating
Cauli Rice,closed
TRELORA,closed
Tudor Ice Company,operating
The Pool - Entrepreneurship Club,closed
Fayettechill Clothing Company,closed
Looking Glass,closed
Infinite Wealth Creations,closed
Infinetics Technologies,closed
Tradeworks.io,operating
Lazarus Therapeutics,closed
Computerlogy,closed
72xuan,operating
Oxlo Systems,operating
SimpleTuition,closed
Numotion,operating
Phronesis Techne,operating
Shop2,closed
Number 1 Products and Services,closed
Policard,operating
Digna Biotech,operating
c-LEcta,operating
SoMuchMore,operating
RiseHealth,operating
Team8,closed
Qubole,operating
OpenFin,operating
Film Fresh,operating
Getyoo,operating
Mobiquity Technologies,closed
The Treeline Company,operating
Ubidata,operating
1 of 99,closed
RayDyne Energy,closed
MyTraining.pro,operating
Starpoint Health,operating
Fundz,operating
Moonlighting,operating
ShareMagnet,closed
C-Note,closed
Bright Power,operating
Boldomatic SA,operating
PushToTest,operating
enexion GmbH,closed
GoPro,closed
Bueda,closed
Miromatrix Medical,operating
RivalHealth,closed
YallaStay,operating
Spotwise,closed
Airship Ventures,closed
Page Mage,operating
MTailor,closed
Ads4books,closed
Arte Manifiesto,closed
Instapagar,operating
MobiTX,operating
Datawiz.io,closed
Mempile,closed
iCents.net,closed
Strikeface,operating
Shanon,operating
WudStay,operating
"Social Media Gateways, Inc.",closed
Vivogig,closed
Manomasa,closed
Desalitech,closed
Cerac,closed
Vixlet,closed
NanoVelos,closed
Endoart,closed
Telogis,closed
Big Fuel,closed
Ascenz,closed
CityFALCON,closed
Tip Network,operating
Rollbar,operating
SAS Sistema de Ensino,closed
MakieLab,closed
Gaia Herbs,closed
Quova,closed
Evoz,operating
Alphonso Inc,closed
Mobi Tech International,operating
First Data Corporation,closed
Interactive TKO,operating
TaKaDu,operating
LaunchCode,closed
Bigpoint,operating
Biowater Technology,operating
Petflow,operating
Denali Therapeutics,operating
"SKKY, Inc.",closed
6th Wave Innovations Corporation,operating
Inter-Grosshandel GmbH,operating
Shepherd Intelligent Systems,operating
ROME Corporation,closed
SafetyWeb,operating
MaxVision,closed
Gearbox Software,closed
Arxxus,closed
ListRunner,closed
Fashwell AG,closed
Green Graphix,closed
StopLight,closed
UGAME,closed
YouPic,operating
SimulScribe,closed
DioGenix,operating
myMedScore,closed
Kunerango,closed
TensorComm,closed
G-volution,operating
Graphicly,closed
Transpose,operating
StockStreams,closed
Vayyar,closed
Nine Iron Innovations,closed
StarMaker Interactive,closed
Glamorous Travel,operating
FeetMe,operating
SurfAir,closed
Eyelation,operating
Bitstrips,operating
Pulsant,operating
